번호,시퀀스,모델명,지역,가격,시세안심지수,번호판,연식,주행거리,연료,변속기,색상,사진
950,26534262,BMW M시리즈 M4 쿠페 F82 (14~),인천,"2,650만원",적정,63어9095,15년01월(15년형),"167,979km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2653/26534262_24438166950697321.jpeg?width=320
951,26536793,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"9,990만원",적정,210보9494,23년01월(23년형),"18,894km",하이브리드(가솔린),오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img03/img2653/26536793_24506885582598723.jpeg?width=320
952,26535903,BMW M시리즈 M5 세단 Competition Edition,경기,"9,990만원",낮음,242노1299,23년06월(23년형),"14,634km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2653/26535903_24521790769565143.jpeg?width=320
953,26534487,포르쉐 718 박스터 2.5 GTS,경기,"6,540만원",적정,143어7963,18년08월(18년형),"54,365km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2653/26534487_24445691581181056.jpeg?width=320
954,24473864,페라리 포르토피노 3.9 V8,경기,"20,200만원",낮음,33머4488,19년05월(19년형),"31,355km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2447/24473864_20208808194371011.jpeg?width=320
955,26532582,맥라렌 GT 4.0 기본형,경기,"19,000만원",낮음,383우4545,21년12월(21년형),"7,127km",가솔린,오토,초록색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2653/26532582_24423433487757185.jpeg?width=320
956,26531300,BMW i8 1.5 쿠페 하이브리드,경기,"6,250만원",낮음,11조9017,15년05월(15년형),"126,738km",하이브리드(가솔린),오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2653/26531300_24409993796335058.jpeg?width=320
957,26315499,포르쉐 카이맨 2.9 987C,경기,"2,699만원",낮음,47머4738,10년08월(11년형),"105,966km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2631/26315499_19102225527226306.jpg?width=320
958,26417831,포드 올뉴머스탱 GT 쿠페 프리미엄,경기,"7,499만원",적정,363노9928,24년05월(24년형),"8,733km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26417831_21649890495498827.jpg?width=320
959,26389206,BMW 올 뉴 Z4 M40i,경기,"6,100만원",낮음,100우3733,23년12월(24년형),"21,270km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26389206_20978590543222904.jpeg?width=320
960,26443547,BMW M시리즈 M4 컨버터블 Competition M xDrive G82,경기,"9,800만원",낮음,389모7972,23년01월(23년형),"8,142km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2644/26443547_23470414941292473.jpeg?width=320
961,26414453,벤츠 AMG GT GT S 에디션1,서울,"8,400만원",적정,116나2266,15년09월(16년형),"77,798km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26414453_21585489307489696.jpg?width=320
962,26525088,포드 올뉴머스탱 컨버터블 프리미엄,경기,"2,260만원",적정,190로6814,16년10월(17년형),"108,984km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2652/26525088_24155377357992084.jpeg?width=320
963,26368297,BMW 8시리즈 (G15) 840i xDrive Gran Coupe M Sport Package,경기,"6,600만원",적정,311보6864,20년09월(20년형),"79,506km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26368297_20452704663821051.jpeg?width=320
964,26411091,BMW 올 뉴 Z4 sDrive 20i M 스포츠 패키지,서울,"5,350만원",적정,161수7311,22년10월(22년형),"17,519km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26411091_21504820145756153.jpg?width=320
965,26523651,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"5,699만원",적정,231너2915,19년10월(19년형),"142,858km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2652/26523651_24092962271222038.jpeg?width=320
966,26522177,포르쉐 718 박스터 2.5 GTS,경기,"7,000만원",적정,10고8845,18년06월(18년형),"52,128km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2652/26522177_28132496652676790.jpeg?width=320
967,26519418,포드 머스탱 쿠페,부산,"1,599만원",적정,141누1165,16년01월(16년형),"69,692km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2651/26519418_24012804329407759.jpeg?width=320
968,26469699,포르쉐 박스터 S 3.4 987(05년~08년),경남,"4,200만원",적정,156거3303,14년03월(13년형),"96,612km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2646/26469699_22867113157592852.jpeg?width=320
969,26512220,벤츠 뉴 SLK클래스 SLK200 블루이피션시,경기,"1,290만원",적정,54더6275,12년03월(12년형),"118,502km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2651/26512220_23839168737273769.jpeg?width=320
970,26511012,포르쉐 911(992) Carrera,경기,"16,950만원",적정,112어5745,24년01월(24년형),"5,126km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2651/26511012_25198530601362616.jpeg?width=320
971,26509886,포르쉐 718 박스터 2.5 GTS,경기,"7,300만원",낮음,24어5555,18년11월(19년형),"102,717km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img10/img2650/26509886_23814985700826189.jpeg?width=320
972,26395407,포르쉐 카이맨 (718) 4.0 GTS,서울,"11,880만원",적정,398서7435,23년05월(23년형),"6,518km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2639/26395407_21138607473851555.jpg?width=320
973,26060022,페라리 488 GTB 3.9 V8,경기,"17,200만원",낮음,18보2600,16년11월(17년형),"46,120km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img06/img2606/26060022_13006272727028867.jpeg?width=320
974,26505480,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"6,199만원",낮음,378노4253,21년11월(21년형),"84,617km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2650/26505480_28068106040511858.jpeg?width=320
975,26485451,BMW M시리즈 M5 세단 F10(12~),경기,"6,500만원",적정,320도4774,20년01월(20년형),"97,461km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2648/26485451_23574312858395714.jpeg?width=320
976,26392349,아우디 R8 5.2 V10 쿠페,대구,"6,680만원",적정,100서5996,16년02월(15년형),"64,830km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2639/26392349_21049142320831917.jpg?width=320
977,26500840,BMW M시리즈 M4 쿠페 Competition (F82),경기,"5,300만원",낮음,11버7000,17년10월(18년형),"32,931km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2650/26500840_23768719560405044.jpeg?width=320
978,26383561,포르쉐 Taycan 4S,대구,"11,360만원",적정,53누3238,21년05월(21년형),"42,095km",전기,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26383561_20883280786709138.jpg?width=320
979,26499233,포드 올뉴머스탱 컨버터블 프리미엄,경기,"3,550만원",적정,114가5103,21년04월(21년형),"71,887km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2649/26499233_23480339846136560.jpeg?width=320
980,26497553,재규어 F-TYPE 5.0SC R 쿠페 AWD,경기,"5,880만원",적정,244고7118,15년06월(16년형),"76,580km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img09/img2649/26497553_23464008134829771.jpeg?width=320
981,26493233,재규어 F-TYPE 3.0SC S 컨버터블 AWD,경기,"3,900만원",적정,240모3208,16년01월(16년형),"79,828km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2649/26493233_23379304429244433.jpeg?width=320
982,26374883,포르쉐 718 박스터 4.0 GTS,서울,"13,999만원",적정,226서5883,23년12월(24년형),"3,273km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26374883_20718026694658023.jpg?width=320
983,26488799,BMW 올 뉴 Z4 sDrive 20i M 스포츠 라인,부산,"5,390만원",적정,149고8138,22년04월(22년형),"28,151km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2648/26488799_23301082368123036.jpeg?width=320
984,25745108,벤츠 뉴 CL클래스 CL63 AMG C216,경기,"1,790만원",적정,355주4101,08년06월(08년형),"162,903km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2574/25745108_6446725200663984.jpeg?width=320
985,26251666,벤츠 뉴 CL클래스 CL63 AMG C216,경기,"1,690만원",낮음,30도9500,09년10월(10년형),"184,335km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2625/26251666_17250486607676210.jpeg?width=320
986,26375021,BMW M시리즈 M3 쿠페 E92M3,경기,"2,250만원",적정,116우9512,11년04월(11년형),"167,311km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26375021_20715345298684631.jpeg?width=320
987,26476666,포르쉐 911(992) Carrera,경기,"17,900만원",낮음,139도1665,23년08월(23년형),"6,750km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2647/26476666_23229463160739118.jpeg?width=320
988,26470789,BMW M시리즈 M4 쿠페 Competition (F82),경기,"4,099만원",낮음,180주6764,20년04월(20년형),"118,260km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2647/26470789_22878770008665454.jpeg?width=320
989,26349370,포르쉐 718 박스터 2.5 GTS,경기,"7,700만원",적정,52마6794,19년01월(19년형),"36,682km",가솔린,오토,은색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2634/26349370_20119141939736755.jpeg?width=320
990,26464566,포르쉐 718 박스터 2.5 S,경기,"5,980만원",적정,301오5441,18년04월(18년형),"82,224km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img06/img2646/26464566_22772896365059768.jpeg?width=320
991,26461601,페라리 캘리포니아 T 3.9 V8,부산,"12,800만원",적정,07구9898,15년04월(15년형),"34,000km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2646/26461601_22701635868189231.jpeg?width=320
992,26301206,도요타 86 2.0,경기,"2,980만원",낮음,36로7983,13년06월(13년형),"121,785km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2630/26301206_18621111171885463.jpeg?width=320
993,26457993,포르쉐 718 박스터 2.5 S,경기,"3,999만원",적정,258더5505,16년08월(17년형),"151,508km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457993_22627055950201665.jpeg?width=320
994,26457459,BMW M시리즈 M3 투어링 Competition M xDrive (G80),경기,"12,000만원",낮음,100무7867,24년07월(24년형),"4,950km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457459_22621614750094098.jpeg?width=320
995,26457450,페라리 로마 3.9 기본형,경기,"27,990만원",적정,108서8106,21년08월(22년형),"9,096km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457450_22628376433727876.jpg?width=320
996,26457447,페라리 F8 Spider 3.9 V8,경기,"36,900만원",적정,100거3288,21년05월(21년형),"7,053km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457447_22621539870330346.jpeg?width=320
997,26457437,벤츠 AMG GT GT,경기,"55,000만원",낮음,333두6977,22년03월(21년형),526km,가솔린,오토,은색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457437_22621504042485374.jpeg?width=320
998,26457435,페라리 F8 Spider 3.9 V8,경기,"41,900만원",낮음,162소3366,21년09월(22년형),"6,123km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457435_22621492095538061.jpeg?width=320
999,26457432,페라리 FF 6.2 V12,경기,"18,500만원",적정,145러7890,16년10월(16년형),"26,334km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457432_22629697820665544.jpg?width=320
1000,26457428,페라리 F8 Spider 3.9 V8,경기,"48,000만원",낮음,142모5666,21년08월(22년형),"1,298km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457428_22621467380275949.jpeg?width=320
1001,26457402,페라리 812 GTS 6.5 V12,경기,"66,000만원",낮음,105루5856,21년11월(22년형),"4,072km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457402_22629379642676779.jpg?width=320
1002,26457392,페라리 로마 3.9 기본형,경기,"28,900만원",적정,107거3999,22년06월(22년형),"12,935km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457392_22629512619210189.jpg?width=320
1003,26457371,페라리 812 GTS 6.5 V12,경기,"57,900만원",낮음,255노9991,21년05월(20년형),"5,553km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457371_22629963555748218.jpg?width=320
1004,26457364,롤스로이스 던 6.6 V12 기본형,경기,"36,900만원",적정,111두3814,19년04월(19년형),"15,724km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457364_22621105691517919.jpeg?width=320
1005,26457362,포르쉐 718 박스터 4.0 GTS,경기,"12,490만원",적정,175서1710,23년04월(23년형),16km,가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457362_22630261219068028.jpg?width=320
1006,26457352,페라리 812 GTS 6.5 V12,경기,"68,900만원",낮음,144루1888,22년02월(22년형),"1,169km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457352_22630155764754645.jpg?width=320
1007,26457348,페라리 F8 Spider 3.9 V8,경기,"48,900만원",낮음,202러1387,21년09월(22년형),"8,493km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457348_22630124505575862.jpg?width=320
1008,26457341,페라리 812 슈퍼패스트 6.5 V12,경기,"43,000만원",낮음,139고8812,20년06월(20년형),"7,436km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457341_22630093890068854.jpg?width=320
1009,26457280,람보르기니 우라칸 EVO 5.2,경기,"29,990만원",적정,172무2333,22년06월(22년형),"14,549km",가솔린,오토,초록색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26457280_22628241120616921.jpg?width=320
1010,26205775,BMW M시리즈 M8 쿠페 Competition,경기,"13,990만원",보통,111누1881,20년06월(20년형),"18,971km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2620/26205775_16223762955284156.jpeg?width=320
1011,26455964,BMW M시리즈 M3 쿠페 E92M3,경기,"2,590만원",적정,269노8347,11년04월(11년형),"161,274km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26455964_22606709681868726.jpeg?width=320
1012,26455392,포르쉐 뉴 911 카레라 S 991(13년~),경기,"8,990만원",적정,314로1007,17년05월(17년형),"42,840km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26455392_22628055985279062.jpg?width=320
1013,26451004,벤츠 AMG GT GT R,경기,"19,000만원",낮음,153고8133,20년11월(19년형),"3,297km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26451004_22518747368635976.jpeg?width=320
1014,26449980,BMW 8시리즈 (G15) 840i xDrive Gran Coupe M Sport Package,광주,"7,590만원",적정,296러9210,20년12월(21년형),"40,000km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2644/26449980_22505166364658187.jpeg?width=320
1015,25440603,BMW M시리즈 M3 세단 F80 (14~21),경기,"3,700만원",적정,60거5172,15년05월(15년형),"100,121km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2544/25440603_9223909799747700.jpeg?width=320
1016,26408926,포르쉐 718 박스터 2.5 GTS,경기,"8,950만원",적정,333소2433,19년05월(19년형),"24,694km",가솔린,오토,"파랑(남색,곤색)",https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26408926_21477365118590077.jpeg?width=320
1017,26440856,BMW M시리즈 M2 쿠페 Competition(F87),경기,"5,390만원",보통,115나9569,19년09월(20년형),"44,326km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2644/26440856_22331435783338837.jpeg?width=320
1018,26332646,BMW M시리즈 X5 M Competition,경기,"9,100만원",낮음,159수7339,21년05월(21년형),"52,300km",가솔린,오토,프로즌마리나베이블루,https://img.kbchachacha.com/IMG/carimg/l/img03/img2633/26332646_19602911129104802.jpg?width=320
1019,26439575,페라리 458 이탈리아,경기,"15,500만원",낮음,238라1234,11년01월(11년형),"27,366km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26439575_22187574837173903.jpeg?width=320
1020,26438795,BMW M시리즈 M3 세단 F80 (14~21),경남,"3,350만원",적정,68다8108,15년04월(15년형),"122,200km",가솔린,SAT,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26438795_22179921614434406.jpeg?width=320
1021,26203284,BMW M시리즈 M5 세단 F10(12~),경기,"14,900만원",낮음,267보6017,22년01월(22년형),"26,960km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2620/26203284_16197876864466490.jpeg?width=320
1022,26424836,포르쉐 카이맨 (718) 2.5 GTS,서울,"6,400만원",낮음,55보1776,19년06월(19년형),"67,000km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2642/26424836_21846916573238771.jpeg?width=320
1023,26433924,벤츠 뉴 SLK클래스 SLK350 블루이피션시,경기,"2,150만원",적정,59너5515,14년07월(14년형),"66,689km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26433924_22076723289018953.jpeg?width=320
1024,26432009,BMW M시리즈 M2 쿠페 Competition(F87),경기,"5,050만원",적정,64도7670,19년06월(19년형),"34,237km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26432009_22314206271618356.jpeg?width=320
1025,26431131,BMW M시리즈 M5 세단 E39(98~03),경기,"3,750만원",낮음,46모1542,03년04월(01년형),"170,548km",가솔린,수동,곤색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26431131_22015282936098669.jpeg?width=320
1026,25030298,아우디 TT(8J) 로드스터 2.0 TFSI 콰트로 8J,경기,"2,180만원",낮음,63두8333,14년03월(14년형),"97,433km",가솔린,오토,은색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2503/25030298_4121301564244478.jpeg?width=320
1027,26427357,아우디 R8 (4S) 5.2 V10 performance,경기,"14,800만원",적정,272오1355,21년02월(21년형),"43,000km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2642/26427357_21928665648219686.jpeg?width=320
1028,26427241,아우디 R8 5.2 V10 쿠페,경기,"6,600만원",적정,42로2822,14년07월(14년형),"97,344km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2642/26427241_21927807768113209.jpeg?width=320
1029,26424764,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,서울,"8,400만원",적정,226모5530,21년06월(21년형),"66,671km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2642/26424764_21843067920060514.jpeg?width=320
1030,26413580,BMW 8시리즈 (G15) 840d xDrive Gran Coupe M Sport Package,경기,"6,750만원",적정,172부8464,20년02월(20년형),"97,322km",디젤,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26413580_21605150863103883.jpeg?width=320
1031,26412986,BMW 올 뉴 Z4 M40i,경기,"6,000만원",적정,150다8368,21년06월(21년형),"48,800km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26412986_21567907590201597.jpeg?width=320
1032,26227417,포르쉐 718 박스터 2.5 S,경기,"6,590만원",적정,06우7188,17년08월(17년형),"26,455km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2622/26227417_16750089430327289.jpeg?width=320
1033,26301892,BMW M시리즈 M2 쿠페 Competition(F87),경기,"4,580만원",적정,160소5118,19년10월(20년형),"82,082km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2630/26301892_18629389776015118.jpeg?width=320
1034,26411424,포르쉐 718 박스터 2.5 GTS,광주,"9,700만원",낮음,121머8954,18년09월(18년형),"111,824km",가솔린,오토,검정,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26411424_21506424673088418.jpeg?width=320
1035,25276033,마세라티 그란투리스모 4.2 V8 1세대(07~),대구,"3,900만원",적정,55너2570,13년12월(13년형),"90,068km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2527/25276033_27860705531820758.jpg?width=320
1036,26403621,포드 머스탱 쿠페,경기,"1,720만원",적정,247조5168,17년05월(17년형),"101,762km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26403621_21655737672047469.jpeg?width=320
1037,26403369,벤츠 뉴 SLK클래스 SLK280 R171,경기,"1,050만원",낮음,12노7951,11년04월(06년형),"70,104km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26403369_21395646722826037.jpeg?width=320
1038,26401637,포르쉐 718 박스터 2.5 GTS,경기,"7,750만원",낮음,61더5239,18년06월(18년형),"85,661km",가솔린,오토,초록색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26401637_21467299600935054.jpeg?width=320
1039,26268618,페라리 458 이탈리아,경기,"15,500만원",적정,132너9317,11년03월(11년형),"50,375km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2626/26268618_20724282551255446.jpeg?width=320
1040,26399948,애스턴마틴 뱅퀴시 6.0 V12 쿠페,경기,"10,800만원",적정,203모9705,15년09월(15년형),"32,685km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2639/26399948_21317795490977825.jpeg?width=320
1041,26398908,포드 머스탱 쿠페,서울,"2,420만원",적정,314주6667,19년05월(19년형),"76,370km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2639/26398908_21310248355210634.jpeg?width=320
1042,26398869,BMW M시리즈 M3 세단 Competition M xDrive G80,경기,"11,100만원",적정,222노8585,24년02월(24년형),"16,758km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2639/26398869_21310850798050161.jpeg?width=320
1043,26389930,BMW 뉴 Z4 sDrive28i,경북,"2,300만원",적정,22머6399,14년09월(14년형),"76,183km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26389930_20984305400792887.jpeg?width=320
1044,26367296,포르쉐 뉴 911 터보 카브리올레 991(14년~),서울,"13,200만원",적정,269도5578,14년05월(14년형),"20,500km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26367296_20437974707751921.jpeg?width=320
1045,26382838,포드 머스탱 쿠페,경기,"2,250만원",낮음,115주8447,18년04월(18년형),"62,176km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26382838_20871496606773001.jpeg?width=320
1046,26381726,포르쉐 718 박스터 4.0 GTS,경기,"14,500만원",적정,217노3535,24년07월(24년형),592km,가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26381726_20947087298761806.jpeg?width=320
1047,26276153,벤츠 뉴 CL클래스 CL65 AMG C216,경기,"4,350만원",낮음,23라8006,08년01월(08년형),"92,773km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2627/26276153_18042898332483071.jpeg?width=320
1048,26378595,포르쉐 718 박스터 2.5 S,인천,"5,099만원",적정,277구7046,16년09월(17년형),"93,553km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26378595_20788585624219147.jpeg?width=320
1049,26375598,포르쉐 718 박스터 2.0,서울,"5,930만원",적정,32다4603,18년08월(18년형),"51,652km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26375598_20720470676606303.jpeg?width=320
1050,24870021,맥라렌 720S 4.0 쿠페 기본형,경기,"26,700만원",낮음,58도7000,17년12월(18년형),"9,999km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2487/24870021_17686698998435630.jpeg?width=320
1051,26367419,포르쉐 911(992) Carrera 4S Cabriolet,경기,"17,700만원",적정,160구3146,20년11월(21년형),"30,131km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26367419_21055620990911416.jpeg?width=320
1052,26367147,포드 올뉴머스탱 컨버터블 프리미엄,경기,"2,700만원",적정,143버1349,18년04월(18년형),"87,704km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26367147_20438622582713422.jpeg?width=320
1053,26360019,아우디 R8 5.2 V10 스파이더 (13년~),경기,"5,790만원",적정,170너2961,11년05월(11년형),"79,337km",가솔린,오토,주황색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26360019_20331623959175565.jpeg?width=320
1054,26359864,벤츠 뉴 SLK클래스 SLK55 AMG R171,경기,"2,499만원",적정,112두8718,13년07월(13년형),"107,044km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2635/26359864_20324667107295501.jpeg?width=320
1055,26357757,벤츠 AMG GT GT,경기,"8,500만원",보통,209노6112,18년04월(18년형),"66,326km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2635/26357757_20292003051765180.jpeg?width=320
1056,26357365,벤츠 뉴 CL클래스 CL63 AMG C216,경기,"1,840만원",낮음,226러6060,11년03월(11년형),"199,492km",가솔린,오토,은색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2635/26357365_20272939871336883.jpeg?width=320
1057,26349771,포르쉐 911 카레라 4S 카리브올레 997,경기,"6,300만원",적정,56무5656,08년03월(08년형),"91,200km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2634/26349771_20141447059660642.jpeg?width=320
1058,26218089,아우디 R8 5.2 V10 스파이더 (13년~),경기,"5,200만원",적정,278가3242,12년10월(12년형),"122,280km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2621/26218089_16566706523103600.jpeg?width=320
1059,26345948,포르쉐 718 박스터 2.0,경기,"5,800만원",낮음,06구6851,18년12월(19년형),"56,513km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2634/26345948_19961792501858242.jpeg?width=320
1060,26252115,포르쉐 카이맨 3.4 S 987C,대구,"2,290만원",낮음,22버1828,07년10월(08년형),"77,680km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2625/26252115_17259727547368630.jpg?width=320
1061,26338631,포드 머스탱 쿠페,경기,"2,550만원",낮음,25조4464,18년05월(18년형),"61,053km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2633/26338631_19758707637118805.jpeg?width=320
